"wd16cd","wd16nm","lad16nm","2011_no2_total","2015_no2_total","2020_no2_total","2025_no2_total","2030_no2_total","2011_pm25_total","2011_pm25_secondary","2011_pm25_residual_salt","2015_pm25_total","2015_pm25_secondary","2015_pm25_residual_salt","2020_pm25_total","2020_pm25_secondary","2020_pm25_residual_salt","2025_pm25_total","2025_pm25_secondary","2025_pm25_residual_salt","2030_pm25_total","2030_pm25_secondary","2030_pm25_residual_salt"
"E05000672","East","Bury",25.236536175772,21.1942069833729,17.0665963420428,13.6773500617577,11.9235930261283,12.5074140855107,4.36549394299287,4.83223504038005,8.55312019239905,2.81404533016627,3.68894081947743,8.05508796674584,2.58604557007126,3.63786028503563,7.89277117814727,2.47356261995249,3.63551413064133,7.8576039976247,2.40712243705463,3.64455562232779
"E05000673","Elton","Bury",19.4689156845238,17.1615211309524,13.5815869940476,10.9884781309524,9.71874281845238,10.9375038690476,4.26563592261905,4.37634069940476,7.60425104761905,2.75815626785714,3.19970613988095,7.16923022619048,2.52497865178571,3.15140254761905,7.01350130654762,2.40908970535714,3.14931585416667,6.96676259226191,2.339156125,3.15810263095238
"E05000674","Holyrood","Bury",29.6500476718404,23.789739113082,18.8198485144124,14.6404994678492,12.4917046563193,13.0123674501109,4.41682076718403,5.26748203104213,9.05195797339246,2.8491627804878,4.15184673170732,8.49209019955654,2.61723170953437,4.10063185365854,8.31562111308204,2.50279584035477,4.09827308203991,8.28298494013304,2.43573825720621,4.10732701995565
"E05000675","Moorside","Bury",22.7136418589744,19.0729603632479,15.2171381196581,12.1741164401709,10.6284587606838,11.9564620726496,4.36912155982906,4.76867882051282,8.24203674786325,2.81607565384615,3.61367821367521,7.77288117307692,2.58826399358974,3.56249681410256,7.61574625854701,2.47590477564103,3.56014152350427,7.57671496581197,2.4095915,3.56919228205128
"E05000676","North Manor","Bury",16.6045043602866,13.8261479222109,10.9437213776868,8.82585970522006,7.76367793449335,10.404997258956,4.28063034698055,4.35543905834186,7.20932308290686,2.76624484544524,3.1954578024565,6.81959588741044,2.53488424667349,3.14653490071648,6.6765312691914,2.41996401023541,3.14439056704197,6.62617788331627,2.35059490583419,3.15323395394063
"E05000677","Pilkington Park","Bury",25.3117511772853,20.4155672714681,16.1456751385042,12.8126318836565,11.0978619889197,12.0536391966759,4.33654000831025,4.92645566759003,8.43800538781163,2.80597448753463,3.77754101939058,7.93547612880886,2.56955074930748,3.7285824501385,7.76849565235457,2.45220288504155,3.7264350567867,7.72625968836565,2.3822522299169,3.7352817132964
"E05000678","Radcliffe East","Bury",20.7976691653787,17.1983607727975,13.7445340340031,11.2272841267388,9.96972273724884,11.2348267697063,4.29551843122102,4.50605089026275,7.78179148222566,2.77974213601236,3.33915043431221,7.33226721020093,2.54331741885626,3.29094923802164,7.17587176352396,2.42575455177743,3.28887290417311,7.13084935857805,2.3551183431221,3.29764995517774
"E05000679","Radcliffe North","Bury",19.1555623504273,16.1706413960114,12.7690225213675,10.3186699430199,9.11170925071225,10.9436802849003,4.27954048433048,4.43695576210826,7.65829512678063,2.76920788034188,3.2868560014245,7.22413398433048,2.53355795441595,3.23878618091168,7.07001042022792,2.41635055840456,3.23672195441595,7.02308878774929,2.34574053561254,3.2454870014245
"E05000680","Radcliffe West","Bury",20.8258154989817,17.2480805702648,13.7204557637475,11.1415725661914,9.84201072505092,11.2323048676171,4.291283,4.54892879837067,7.87473978004073,2.7775,3.41187036863544,7.4171089796334,2.540779,3.36380065784114,7.25680998574338,2.423029,3.36173636863544,7.20963386965377,2.352218,3.37050139307536
"E05000681","Ramsbottom","Bury",15.467926506647,12.6141934608567,10.1536536373708,8.30008456868538,7.3294245620384,10.0671614002954,4.23913528951256,4.29714191063515,6.95721179542097,2.74185801033973,3.1130800605613,6.5828169844904,2.51246619054653,3.06450843574594,6.44307512333826,2.39794380649926,3.06239736189069,6.38885129025111,2.32728346085672,3.07120846528804
"E05000682","Redvales","Bury",22.7140121138211,18.7991644715447,15.1677549864499,12.3779277506775,10.9464890243902,11.6726429539295,4.37633237669377,4.60610936314363,8.12780908401084,2.82367385365854,3.43063689430894,7.66775576693767,2.59194675067751,3.38011252303523,7.5137471300813,2.47741927642276,3.37781858536585,7.47635874796748,2.40977466124661,3.38680904065041
"E05000683","St Mary's","Bury",25.6785431062124,20.8574039078156,16.4614949498998,13.0976291182365,11.3796056312625,12.2374745691383,4.41709935270541,4.93724906613226,8.58899278757515,2.85544782965932,3.78059346292585,8.07619571743487,2.61987875150301,3.73001508216433,7.90606395390782,2.50342079158317,3.72771576553106,7.86346789779559,2.43509831663327,3.73671127054108
"E05000684","Sedgley","Bury",23.8068972641509,19.9887744811321,15.9170122641509,12.7422766509434,11.1693558018868,11.9133930660377,4.440872,4.72960518867924,8.29974701415094,2.868407,3.54004029716981,7.82455953773585,2.634006,3.48882529716981,7.66010278773585,2.518319,3.48646647641509,7.62231838207547,2.450794,3.49552047641509
"E05000685","Tottington","Bury",16.133789871134,13.8151035953608,10.9107875270619,8.87865618041237,7.87405873195876,10.3013479729381,4.25673451804124,4.24719684407216,7.15223801417526,2.75334103092783,3.06928601030928,6.76116754639175,2.51974026804124,3.02121608891753,6.6163188685567,2.40357094845361,3.01915191365979,6.56468760051546,2.33334547680412,3.02791691494845
"E05000686","Unsworth","Bury",24.6326795742232,19.953869401611,15.9967327272727,12.7763707019563,11.0943544787112,12.2103732451093,4.406654,5.07351182163406,8.68101090103567,2.841028,4.00751057767549,8.20747088952819,2.610141,3.95629588262371,8.04795789873418,2.496234,3.95393689413119,8.0073346018412,2.429374,3.96299103337169
"E05000687","Ancoats and Clayton","Manchester",28.9830005630631,24.5461003828829,19.4370393018018,15.7859892567568,14.0360001351351,12.7247941216216,4.53812073648649,4.71021173648649,9.15196840315315,2.91906287837838,3.6363070518018,8.59225064414414,2.67258804054054,3.58818952702703,8.41230586036036,2.54958740540541,3.58604901351351,8.37344050900901,2.47424477027027,3.59491615540541
"E05000688","Ardwick","Manchester",29.1820146699266,26.2453599022005,20.862536405868,16.8306046210269,14.8683773105134,12.7960332518337,4.53966729095354,4.86196849633252,9.14642856968215,2.91938306356968,3.79229135207824,8.54405772860636,2.67285729828851,3.74417393154034,8.35400241320293,2.54981360146699,3.74203324205379,8.31647739364303,2.47446078973105,3.75090059657702
"E05000689","Baguley","Manchester",25.242249140625,21.4443990885417,17.1863211197917,13.7077702083333,11.9182451822917,12.1589114583333,4.53335,4.88402546354167,8.58154610677083,2.982123,3.710753921875,8.02914455729167,2.728054,3.66263594791667,7.8442037421875,2.601865,3.66049559895833,7.80335470572917,2.525065,3.6693627578125
"E05000690","Bradford","Manchester",27.8992972254335,23.6145377456647,18.6976736030829,15.2055719845857,13.5040481310212,12.5439780539499,4.55029033526012,4.70216457225434,8.85714012331407,2.92157505202312,3.62155738150289,8.30460089402698,2.67470306358382,3.57343977649326,8.13641958574181,2.55136998843931,3.5712990211946,8.10209728323699,2.47594812716763,3.58016638150289
"E05000691","Brooklands","Manchester",23.070234057971,20.149056352657,15.94219,12.6053367874396,10.9675307681159,11.6689521014493,4.48780284782609,4.65132519565217,8.28065574396135,2.94459574396135,3.50201582125604,7.77144809178744,2.69239486956522,3.45416668599034,7.59206652173913,2.56710035748792,3.45194163285024,7.54810285024155,2.4907990821256,3.4606839057971
"E05000692","Burnage","Manchester",23.6642359227468,20.3781502145923,16.2395610300429,13.0270081974249,11.4322905150215,11.7855054077253,4.580669,4.62319753218884,8.33735973390558,2.958251,3.48191717167382,7.82507820171674,2.706714,3.43380003862661,7.64484119742489,2.581009,3.43165903862661,7.60180494420601,2.504685,3.44052603862661
"E05000693","Charlestown","Manchester",25.6053741620112,21.6354292178771,17.1982291061453,13.7402470391061,12.0177100837989,12.4268991061453,4.509373,4.98192499441341,8.67751153351955,2.882227,3.73551984078212,8.16956797765363,2.645619,3.68430494972067,8.00225189385475,2.528051,3.68194626536313,7.96669915083799,2.460084,3.69099994972067
